tag,model,mode,freq,size_mb,storage,network,num_iterations,wall_time_cycles,gpu_time_cycles,comm_time_cycles,overlap_cycles,baseline_wall_time_cycles,overhead_pct,astra_returncode,sim_seconds,trace_key,workload
main,bert,checkfreq_like,40,4500,nvme_std,network_8_balanced,200,20433960805,1966233605,18467727200,0,18467880800,10.64594,0,17.57,bert_checkfreq_like_n40_sz4500MB_nvme_std_200iter_44abf923a2,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,4500,nvme_std,network_8_balanced,200,28298280800,9830553600,18467727200,0,18467880800,53.22971,0,17.82,bert_sync_n40_sz4500MB_nvme_std_200iter_bc114dbaa3,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,5000,nvme_std,network_8_balanced,200,20652415805,2184688605,18467727200,0,18467880800,11.82883,0,15.56,bert_checkfreq_like_n40_sz5000MB_nvme_std_200iter_53c25f1050,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,5000,nvme_std,network_8_balanced,200,29390550800,10922823600,18467727200,0,18467880800,59.14414,0,16.28,bert_sync_n40_sz5000MB_nvme_std_200iter_85a00aa98e,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,500,nvme_std,network_8_balanced,200,18642644804,174917604,18467727200,0,18467880800,0.94631,0,16.85,bert_checkfreq_like_n50_sz500MB_nvme_std_200iter_340a9d4917,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,500,nvme_std,network_8_balanced,200,19341696800,873969600,18467727200,0,18467880800,4.73154,0,19.02,bert_sync_n50_sz500MB_nvme_std_200iter_eeed6afc87,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,1000,nvme_std,network_8_balanced,200,18817404804,349677604,18467727200,0,18467880800,1.8926,0,17.35,bert_checkfreq_like_n50_sz1000MB_nvme_std_200iter_c841b76f4d,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,1000,nvme_std,network_8_balanced,200,20215504800,1747777600,18467727200,0,18467880800,9.46305,0,16.15,bert_sync_n50_sz1000MB_nvme_std_200iter_610262f2c7,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,1500,nvme_std,network_8_balanced,200,18992168804,524441604,18467727200,0,18467880800,2.83892,0,14.63,bert_checkfreq_like_n50_sz1500MB_nvme_std_200iter_d243051e3c,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,1500,nvme_std,network_8_balanced,200,21089320800,2621593600,18467727200,0,18467880800,14.19459,0,14.35,bert_sync_n50_sz1500MB_nvme_std_200iter_8dd5360c97,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,2000,nvme_std,network_8_balanced,200,19166932804,699205604,18467727200,0,18467880800,3.78523,0,16.52,bert_checkfreq_like_n50_sz2000MB_nvme_std_200iter_bffdbc75b4,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,2000,nvme_std,network_8_balanced,200,21963136800,3495409600,18467727200,0,18467880800,18.92613,0,16.03,bert_sync_n50_sz2000MB_nvme_std_200iter_303711a217,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,2500,nvme_std,network_8_balanced,200,19341692804,873965604,18467727200,0,18467880800,4.73152,0,18.98,bert_checkfreq_like_n50_sz2500MB_nvme_std_200iter_b24804e0c5,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,2500,nvme_std,network_8_balanced,200,22836944800,4369217600,18467727200,0,18467880800,23.65764,0,15.7,bert_sync_n50_sz2500MB_nvme_std_200iter_43416adb00,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,3000,nvme_std,network_8_balanced,200,19516456804,1048729604,18467727200,0,18467880800,5.67784,0,16.66,bert_checkfreq_like_n50_sz3000MB_nvme_std_200iter_05aed1dadd,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,50,3000,nvme_std,network_8_balanced,200,23710760800,5243033600,18467727200,0,18467880800,28.38918,0,14.65,bert_sync_n50_sz3000MB_nvme_std_200iter_e1d6018078,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,50,3500,nvme_std,network_8_balanced,200,19691220804,1223493604,18467727200,0,18467880800,6.62415,0,14.28,bert_checkfreq_like_n50_sz3500MB_nvme_std_200iter_452499c05d,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
